cluster index	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)	G1	G2	G3	G4	G5	G6	AllFiles	AllGroups	DefaultGroups	RTMean	RTStdErr	ProteoSAFeClusterLink	UniqueFileSourcesCount	EvenOdd	LibraryID	NumberOrganismIDs	AllOrganisms	componentindex
364	1	295.227	1	295.227	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:364###	 	G1,	644.78	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=364	1	0	N/A	0	N/A	134
365	1	437.24	1	437.24	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:365###	 	G1,	161.39	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=365	1	0	N/A	0	N/A	-1
362	1	503.336	1	503.336	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:362###	 	G1,	442.45	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=362	1	0	N/A	0	N/A	12
363	1	905.419	1	905.419	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:363###	 	G1,	441.15	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=363	1	1	N/A	0	N/A	46
360	1	619.291	1	619.291	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:360###	 	G1,	582.8	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=360	1	1	N/A	0	N/A	41
361	1	907.25	1	907.25	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:361###	 	G1,	354.59	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=361	1	1	N/A	0	N/A	5
380	1	555.279	1	555.279	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:380###	 	G1,	782.96	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=380	1	0	N/A	0	N/A	63
381	1	633.38	1	633.38	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:381###	 	G1,	757.24	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=381	1	0	N/A	0	N/A	8
382	1	367.139	1	367.139	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:382###	 	G1,	82.28	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=382	1	1	N/A	0	N/A	-1
383	1	423.002	1	423.002	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:383###	 	G1,	334.57	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=383	1	1	N/A	0	N/A	154
384	1	1005.53	1	1005.53	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:384###	 	G1,	380.7	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=384	1	0	N/A	0	N/A	23
385	1	111.008	1	111.008	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:385###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=385	1	1	N/A	0	N/A	-1
386	1	409.043	1	409.043	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:386###	 	G1,	171.88	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=386	1	1	N/A	0	N/A	49
387	1	563.322	1	563.322	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:387###	 	G1,	475.13	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=387	1	0	N/A	0	N/A	-1
388	1	707.181	1	707.181	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:388###	 	G1,	387.93	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=388	1	1	N/A	0	N/A	82
389	1	453.336	1	453.336	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:389###	 	G1,	842.9	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=389	1	0	N/A	0	N/A	-1
2190	1	845.454	1	845.454	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:2190###	 	G1,	233.38	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=2190	1	0	N/A	0	N/A	-1
2191	1	647.292	1	647.292	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:2191###	 	G1,	288.5	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=2191	1	1	N/A	0	N/A	12
258	1	631.364	1	631.364	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:258###	 	G1,	772.31	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=258	1	0	N/A	0	N/A	12
259	1	1003.65	1	1003.65	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:259###	 	G1,	583.59	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=259	1	0	N/A	0	N/A	12
2194	1	533.149	1	533.149	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:2194###	 	G1,	162.9	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=2194	1	1	N/A	0	N/A	48
2195	1	311.098	1	311.098	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:2195###	 	G1,	211.46	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=2195	1	1	N/A	0	N/A	-1
2196	1	575.373	1	575.373	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:2196###	 	G1,	884.02	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=2196	1	0	N/A	0	N/A	-1
2197	1	383.353	1	383.353	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:2197###	 	G1,	1085.74	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=2197	1	0	N/A	0	N/A	98
252	1	563.216	1	563.216	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:252###	 	G1,	1090.64	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=252	1	1	N/A	0	N/A	-1
253	1	564.192	1	564.192	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:253###	 	G1,	49.91	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=253	1	0	N/A	0	N/A	175
250	1	497.111	1	497.111	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:250###	 	G1,	219.86	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=250	1	1	N/A	0	N/A	6
251	1	917.47	1	917.47	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:251###	 	G1,	317.69	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=251	1	0	N/A	0	N/A	23
256	1	1387.73	1	1387.73	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:256###	 	G1,	680.15	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=256	1	0	N/A	0	N/A	-1
257	1	189.056	1	189.056	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:257###	 	G1,	101.81	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=257	1	1	N/A	0	N/A	69
254	1	647.327	1	647.327	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:254###	 	G1,	605.43	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=254	1	0	N/A	0	N/A	-1
255	1	1023.45	1	1023.45	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:255###	 	G1,	384.37	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=255	1	1	N/A	0	N/A	36
2200	1	673.375	1	673.375	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:2200###	 	G1,	736.25	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=2200	1	0	N/A	0	N/A	8
2201	1	607.204	1	607.204	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:2201###	 	G1,	251.08	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=2201	1	1	N/A	0	N/A	3
2202	1	447.128	1	447.128	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:2202###	 	G1,	231.29	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=2202	1	1	N/A	0	N/A	-1
2203	1	357.206	1	357.206	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:2203###	 	G1,	664.56	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=2203	1	0	N/A	0	N/A	-1
2204	1	329.066	1	329.066	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:2204###	 	G1,	520.17	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=2204	1	1	N/A	0	N/A	9
2205	1	999.617	1	999.617	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:2205###	 	G1,	504.5	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=2205	1	0	N/A	0	N/A	118
2206	1	505.207	1	505.207	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:2206###	 	G1,	198.22	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=2206	1	1	N/A	0	N/A	-1
2207	1	607.256	1	607.256	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:2207###	 	G1,	833.24	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=2207	1	1	N/A	0	N/A	-1
2208	1	389.047	1	389.047	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:2208###	 	G1,	209.23	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=2208	1	1	N/A	0	N/A	-1
2209	1	947.261	1	947.261	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:2209###	 	G1,	262.72	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=2209	1	1	N/A	0	N/A	16
1679	1	558.216	1	558.216	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1679###	 	G1,	577.38	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1679	1	0	N/A	0	N/A	-1
1849	1	750.387	1	750.387	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1849###	 	G1,	892.95	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1849	1	1	N/A	0	N/A	56
1848	1	475.086	1	475.086	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1848###	 	G1,	216.84	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1848	1	1	N/A	0	N/A	-1
168	1	491.082	1	491.082	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:168###	 	G1,	232.5	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=168	1	1	N/A	0	N/A	88
169	1	551.211	1	551.211	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:169###	 	G1,	178.42	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=169	1	1	N/A	0	N/A	167
164	1	335.076	1	335.076	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:164###	 	G1,	413.16	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=164	1	1	N/A	0	N/A	-1
165	1	550.208	1	550.208	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:165###	 	G1,	520.52	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=165	1	0	N/A	0	N/A	133
166	1	471.171	1	471.171	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:166###	 	G1,	46.12	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=166	1	1	N/A	0	N/A	19
167	1	505.12	1	505.12	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:167###	 	G1,	61.83	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=167	1	1	N/A	0	N/A	135
160	1	475.088	1	475.088	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:160###	 	G1,	273.22	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=160	1	1	N/A	0	N/A	5
161	1	533.312	1	533.312	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:161###	 	G1,	311.27	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=161	1	0	N/A	0	N/A	41
162	1	723.375	1	723.375	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:162###	 	G1,	711.76	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=162	1	0	N/A	0	N/A	-1
163	1	1057.53	1	1057.53	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:163###	 	G1,	500.97	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=163	1	0	N/A	0	N/A	8
1842	1	341.123	1	341.123	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1842###	 	G1,	218.87	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1842	1	1	N/A	0	N/A	-1
1841	1	543.247	1	543.247	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1841###	 	G1,	141.92	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1841	1	1	N/A	0	N/A	-1
1840	1	151.04	1	151.04	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1840###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1840	1	1	N/A	0	N/A	-1
678	1	369.082	1	369.082	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:678###	 	G1,	131.09	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=678	1	1	NCGC00169184-02!7-hydroxy-6-methoxy-8-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-2-one	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE;	9
679	1	707.198	1	707.198	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:679###	 	G1,	381.98	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=679	1	1	N/A	0	N/A	51
1814	1	471.311	1	471.311	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1814###	 	G1,	630.87	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1814	1	0	N/A	0	N/A	-1
1815	1	309.207	1	309.207	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1815###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1815	1	0	N/A	0	N/A	-1
1816	1	465.324	1	465.324	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1816###	 	G1,	773.84	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1816	1	0	N/A	0	N/A	-1
1817	1	593.333	1	593.333	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1817###	 	G1,	262.03	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1817	1	0	N/A	0	N/A	-1
1810	1	943.703	1	943.703	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1810###	 	G1,	655.89	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1810	1	0	N/A	0	N/A	-1
1811	1	861.484	1	861.484	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1811###	 	G1,	340.44	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1811	1	0	N/A	0	N/A	10
1812	1	483.15	1	483.15	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1812###	 	G1,	137.51	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1812	1	1	N/A	0	N/A	9
1813	1	1009.43	1	1009.43	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1813###	 	G1,	350.72	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1813	1	1	N/A	0	N/A	36
1818	1	616.245	1	616.245	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1818###	 	G1,	48.37	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1818	1	0	N/A	0	N/A	19
1819	1	615.318	1	615.318	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1819###	 	G1,	622.87	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1819	1	0	N/A	0	N/A	-1
670	1	681.4	1	681.4	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:670###	 	G1,	673.04	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=670	1	0	N/A	0	N/A	-1
671	1	557.213	1	557.213	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:671###	 	G1,	580.97	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=671	1	1	N/A	0	N/A	46
1609	1	593.152	1	593.152	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1609###	 	G1,	129.55	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1609	1	1	ReSpect:PT209200 Kaempferol-3-Glucoside-3''-Rhamnoside|Kaem-3-Glc-3''-Rha|Kaempferol-3-rungioside	1	RESPECT;	5
1608	1	453.178	1	453.178	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1608###	 	G1,	177.11	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1608	1	1	N/A	0	N/A	-1
1979	1	567.263	1	567.263	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1979###	 	G1,	186.7	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1979	1	1	N/A	0	N/A	-1
1978	1	1163.55	1	1163.55	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1978###	 	G1,	282.57	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1978	1	1	N/A	0	N/A	179
1601	1	1159.35	1	1159.35	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1601###	 	G1,	268.33	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1601	1	1	N/A	0	N/A	9
1600	1	269.043	1	269.043	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1600###	 	G1,	663.89	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1600	1	1	N/A	0	N/A	-1
1603	1	867.092	1	867.092	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1603###	 	G1,	153.26	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1603	1	1	N/A	0	N/A	-1
1602	1	371.098	1	371.098	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1602###	 	G1,	166.82	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1602	1	1	N/A	0	N/A	108
1605	1	451.125	1	451.125	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1605###	 	G1,	188.77	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1605	1	1	N/A	0	N/A	99
1604	1	485.327	1	485.327	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1604###	 	G1,	520.67	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1604	1	0	N/A	0	N/A	180
1607	1	243.123	1	243.123	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1607###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1607	1	0	N/A	0	N/A	-1
1606	1	441.176	1	441.176	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:1606###	 	G1,	183.79	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=1606	1	1	N/A	0	N/A	-1
809	1	933.695	1	933.695	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:809###	 	G1,	781.43	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=809	1	0	N/A	0	N/A	-1
808	1	585.304	1	585.304	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:808###	 	G1,	580.48	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=808	1	0	N/A	0	N/A	57
803	1	775.187	1	775.187	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:803###	 	G1,	398.71	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=803	1	1	N/A	0	N/A	51
802	1	485.327	1	485.327	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:802###	 	G1,	583.24	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=802	1	0	N/A	0	N/A	34
801	1	843.476	1	843.476	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:801###	 	G1,	385.03	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=801	1	0	N/A	0	N/A	-1
800	1	216.853	1	216.853	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:800###	 	G1,	908.18	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=800	1	1	N/A	0	N/A	-1
807	1	269.046	1	269.046	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:807###	 	G1,	331.6	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=807	1	1	Apigenin	1	GNPS-LIBRARY;	-1
806	1	1105.54	1	1105.54	0	1	0	0	0	0	0	171205_71extracts_peaktable.mgf:806###	 	G1,	405.9	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=e9e02c0ba3db473a9b1ddd36da72859b&view=cluster_details&protein=806	1	1	N/A	0	N/A	10
