	20160321-JWFH8-1.P1-A-11.01.33782	20160321-JWFH9-1.P1-A-12.01.33785	20160321-JWFH10-1.P1-B-1.01.33790	20160321-JWGZ3-1.P1-B-10.01.33825	20160321-JWGZ4-1.P1-B-11.01.33830	20160321-JWGZ5-1.P1-B-12.01.33833	20160321-JWFH11-1.P1-B-2.01.33793	20160321-JWFH12-1.P1-B-3.01.33798	20160321-JWFH13-1.P1-B-4.01.33801	20160321-JWFH14-1.P1-B-5.01.33806	20160321-JWFH15-1.P1-B-6.01.33809	20160321-JWFH16-1.P1-B-7.01.33814	20160321-JWGZ1-1.P1-B-8.01.33817	20160321-JWGZ2-1.P1-B-9.01.33822	20160321-JWGZ6-1.P1-C-1.01.33838	20160321-JWGZ7-1.P1-C-2.01.33841	20160321-JWGZ8-1.P1-C-3.01.33848	20160321-JWGZ9-1.P1-C-4.01.33851	20160321-JWGZ10-1.P1-C-5.01.33856	20160321-JWGZ11-1.P1-C-6.01.33859	20160321-JWGZ12-1.P1-C-7.01.33864	20160321-JWGZ13-1.P1-C-8.01.33867	20160321-JWPre1-1.P1-F-1.01.33741	20160321-JWFH7-1.P1-F-10.01.33776	20160321-JWPre2-1.P1-F-2.01.33744	20160321-JWPre3-1.P1-F-3.01.33749	20160321-JWFH1-1.P1-F-4.01.33752	20160321-JWFH2-1.P1-F-5.01.33757	20160321-JWFH3-1.P1-F-6.01.33760	20160321-JWFH4-1.P1-F-7.01.33765	20160321-JWFH5-1.P1-F-8.01.33768	20160321-JWFH6-1.P1-F-9.01.33773	20160321-JWPre1-2.P2-A-1.01.33742	20160321-JWFH7-2.P2-A-10.01.33777	20160321-JWFH8-2.P2-A-11.01.33783	20160321-JWFH9-2.P2-A-12.01.33786	20160321-JWPre2-2.P2-A-2.01.33745	20160321-JWPre3-2.P2-A-3.01.33750	20160321-JWFH1-2.P2-A-4.01.33753	20160321-JWFH2-2.P2-A-5.01.33758	20160321-JWFH3-2.P2-A-6.01.33761	20160321-JWFH4-2.P2-A-7.01.33766	20160321-JWFH5-2.P2-A-8.01.33769	20160321-JWFH6-2.P2-A-9.01.33774	20160321-JWFH10-2.P2-B-1.01.33791	20160321-JWGZ3-2.P2-B-10.01.33826	20160321-JWGZ4-2.P2-B-11.01.33831	20160321-JWGZ5-2.P2-B-12.01.33834	20160321-JWFH11-2.P2-B-2.01.33794	20160321-JWFH12-2.P2-B-3.01.33799	20160321-JWFH13-2.P2-B-4.01.33802	20160321-JWFH14-2.P2-B-5.01.33807	20160321-JWFH15-2.P2-B-6.01.33810	20160321-JWFH16-2.P2-B-7.01.33815	20160321-JWGZ1-2.P2-B-8.01.33818	20160321-JWGZ2-2.P2-B-9.01.33823	20160321-JWGZ6-2.P2-C-1.01.33839	20160321-JWGZ7-2.P2-C-2.01.33842	20160321-JWGZ8-2.P2-C-3.01.33849	20160321-JWGZ9-2.P2-C-4.01.33852	20160321-JWGZ10-2.P2-C-5.01.33857	20160321-JWGZ11-2.P2-C-6.01.33860	20160321-JWGZ12-2.P2-C-7.01.33865	20160321-JWGZ13-2.P2-C-8.01.33868	20160321-JWPre1-3.P2-D-1.01.33743	20160321-JWFH7-3.P2-D-10.01.33778	20160321-JWFH8-3.P2-D-11.01.33784	20160321-JWFH9-3.P2-D-12.01.33787	20160321-JWPre2-3.P2-D-2.01.33746	20160321-JWPre3-3.P2-D-3.01.33751	20160321-JWFH1-3.P2-D-4.01.33754	20160321-JWFH2-3.P2-D-5.01.33759	20160321-JWFH3-3.P2-D-6.01.33762	20160321-JWFH4-3.P2-D-7.01.33767	20160321-JWFH5-3.P2-D-8.01.33770	20160321-JWFH6-3.P2-D-9.01.33775	20160321-JWFH10-3.P2-E-1.01.33792	20160321-JWGZ3-3.P2-E-10.01.33827	20160321-JWGZ4-3.P2-E-11.01.33832	20160321-JWGZ5-3.P2-E-12.01.33835	20160321-JWFH11-3.P2-E-2.01.33795	20160321-JWFH16-3.P2-E-2.01.33816	20160321-JWFH12-3.P2-E-3.01.33800	20160321-JWFH13-3.P2-E-4.01.33803	20160321-JWFH14-3.P2-E-5.01.33808	20160321-JWFH15-3.P2-E-6.01.33811	20160321-JWGZ1-3.P2-E-8.01.33819	20160321-JWGZ2-3.P2-E-9.01.33824	20160321-JWGZ6-3.P2-F-1.01.33840	20160321-JWGZ7-3.P2-F-2.01.33843	20160321-JWGZ8-3.P2-F-3.01.33850	20160321-JWGZ9-3.P2-F-4.01.33853	20160321-JWGZ10-3.P2-F-5.01.33858	20160321-JWGZ11-3.P2-F-6.01.33861	20160321-JWGZ12-3.P2-F-7.01.33866	20160321-JWGZ13-3.P2-F-8.01.33869
20160321-JWPre2-1.P1-F-2.01.33744	0.36923462534535	0.308535584066148	0.365166080248941	0.357884194247612	0.37206918442184	0.46627131679476	0.305424000244508	0.337968508391374	0.335626432761443	0.332207091900819	0.355659424647672	0.348315337829877	0.335832919445887	0.443851098856085	0.410311473307993	0.393857965094504	0.37683919965879	0.412357732799117	0.431845755799087	0.429758993798421	0.465437411408759	0.367719781784633	0.379510478877418	0.893197442108501	0	0.366012195365918	0.285155842411259	0.268821027229784	0.274510681629518	0.28284068664576	0.265530290012304	0.33457630463048	0.314446367731232	0.31493463009631	0.299643186612236	0.393246612045367	0.234381309132025	0.388327974683927	0.262850784844992	0.301655807921142	0.297306987926411	0.290953878237591	0.311449958161329	0.299410258277698	0.299927213469085	0.349643529348336	0.38180762175438	0.423061686190622	0.339182077141629	0.324206495599911	0.329126053348578	0.333669475391074	0.370077632408262	0.356364711837592	0.332210437911469	0.359019380874596	0.404701519505485	0.381861482344086	0.366826716757161	0.414880852659295	0.399634163918955	0.452917396531048	0.352502426522922	0.398175349544732	0.288614259329203	0.30477629869241	0.317678336051511	0.319925234247206	0.261124065361537	0.458888297021927	0.30522976406	0.28484593192793	0.257598592731918	0.303942350620198	0.328060441528751	0.278103402292071	0.335345805742575	0.469800167810502	0.414966156698123	0.404638476801298	0.318617213758638	0.316101234431444	0.315749343530699	0.345488393574265	0.342742736072376	0.359025414198788	0.359683886923516	0.359939065061326	0.363176941946337	0.394877136232816	0.331885165092412	0.393492469126686	0.396577186235648	0.352090834901863	0.393177904118616	0.41139456211249
20160321-JWPre3-1.P1-F-3.01.33749	0.405460798427104	0.352593083813338	0.370418374459702	0.336930226021146	0.339900044044324	0.456189358172956	0.337804046784314	0.331528343781036	0.323331471920961	0.312892508752283	0.317064094015801	0.306182855664773	0.323061920600432	0.409715241381409	0.386980458802691	0.38286673310164	0.373801534337085	0.393926197343398	0.412929626989253	0.416817823362752	0.445161479159869	0.415957234995122	0.504062220370166	0.895006934355649	0.366012195365918	0	0.311316411528443	0.331450634137855	0.33833162391909	0.324766967838575	0.309986620254017	0.354214819919408	0.45593945368646	0.357040113104436	0.348268719051951	0.415164672552409	0.36510429647139	0.386435339727405	0.309688589018427	0.338443292377337	0.349379942759493	0.347041744170692	0.353525085226705	0.363763267516589	0.331481005300612	0.337057464441925	0.355658751776063	0.404971240859798	0.35837480061247	0.337917162304499	0.367744009784442	0.343941346116344	0.35583020221635	0.321779538096724	0.323045671547565	0.319435226010003	0.394741979818728	0.362087952043884	0.333196729249716	0.389772444350223	0.386047742675747	0.439754472297205	0.340937428497414	0.395010832277489	0.432362399909083	0.344195796826616	0.361570631407206	0.35011802457479	0.319570567837376	0.443396989610079	0.345886693699127	0.342788747153568	0.317233576901582	0.370551823292268	0.373112300893316	0.323689095097535	0.348713764271788	0.456819022328338	0.364687707699115	0.368709922563211	0.342259515868	0.338490925312321	0.329129753663384	0.36127890563364	0.324690158089617	0.325700726372234	0.348916673076885	0.337454610926603	0.342623034225974	0.379145125673143	0.329900057968785	0.352843019433955	0.403181207784562	0.333821228584483	0.383825969198488	0.396592401228923
20160321-JWFH1-1.P1-F-4.01.33752	0.338559532367814	0.253142795056	0.322663088891111	0.289407240348833	0.296253376056895	0.437509181973963	0.264585564372654	0.273843951009855	0.293308414571448	0.285192853392339	0.299293607599353	0.302665680663844	0.29037347235493	0.401036149927638	0.374367343734757	0.346366783713264	0.338859117846861	0.370119382763396	0.402882070190994	0.387403516116674	0.413642302530974	0.337850372066331	0.431995888735731	0.841711764190292	0.285155842411259	0.311316411528443	0	0.18801228128574	0.198918989940329	0.20214831831198	0.203635963609127	0.292255802946672	0.357736271743309	0.253022035998508	0.237669161124403	0.356679401950655	0.248995994782808	0.2830060752683	0.148606123702408	0.222577377133264	0.247344289110694	0.235630881765916	0.224674844514223	0.273502538887594	0.246544590705254	0.275648544961259	0.297734290565843	0.371668780304255	0.301791981252339	0.267097591621281	0.285074792399107	0.27368689027652	0.296577200089179	0.289769404073471	0.258937031044297	0.281072770200231	0.325844711075069	0.321533548230534	0.272595242198352	0.35893161657201	0.360992613983678	0.420918526027456	0.284700453394875	0.353193003956605	0.364302575334518	0.234898962895861	0.245431146438341	0.24943911513805	0.207099566556599	0.32362441786452	0.190358250858183	0.186109838679381	0.205558238090727	0.264743968925275	0.259382975764515	0.223469015850825	0.271688100604494	0.390843225155477	0.330701467448251	0.362975566352662	0.244738549383262	0.253489964067938	0.259560870397252	0.274000137060578	0.286955726848117	0.302158718291812	0.273816286438749	0.283126375639782	0.274407859258397	0.333000085708944	0.26281481595593	0.343329924263072	0.354616249385913	0.280847629910923	0.345126761291762	0.367410262574369
20160321-JWFH2-1.P1-F-5.01.33757	0.315801515137579	0.237890463147879	0.305216318563123	0.261370604473036	0.277708534432371	0.418437177142745	0.230233520880963	0.252434255463582	0.267116234617807	0.255328540543424	0.270602082851842	0.286644340802902	0.240619633415196	0.38403082140698	0.328314444146031	0.331658008026846	0.325710319383432	0.36006708086006	0.394025628942981	0.379759360412416	0.388200413742789	0.311791622567084	0.395320287620313	0.842901380014952	0.268821027229784	0.331450634137855	0.18801228128574	0	0.179502903926541	0.161358866693192	0.177841513607304	0.272639160768445	0.357626725978714	0.251302657335343	0.213825545208706	0.337079087398965	0.220950458785938	0.310944961894719	0.1839059039783	0.189967355288868	0.221773148099647	0.227702890460001	0.210993594875434	0.251470736596297	0.228846574372598	0.280981736650493	0.257444650169161	0.317311454067676	0.289884294560627	0.251027349015664	0.255707644066561	0.270302101204647	0.308699792939618	0.294095221118164	0.250394636885364	0.255039577970156	0.325961593221659	0.289477441401294	0.281276398008769	0.355237799562494	0.327811243082789	0.410446497227493	0.258337303242046	0.334239975235163	0.321262081236954	0.195325864705188	0.212779253307641	0.228766898869383	0.198455911521293	0.367846182632776	0.160579835065609	0.192063251343477	0.181852466077638	0.24843763290746	0.251193311367889	0.206950011085532	0.219336778561624	0.369241651565287	0.340227421215229	0.352681926106971	0.242095767449269	0.243157592588151	0.255738012607472	0.277554956034016	0.267149421787808	0.307754559628589	0.272582259235645	0.249551598581632	0.267795722385489	0.306712973744971	0.261926731955171	0.336886937508703	0.346597384490695	0.282344863044407	0.33667540847397	0.335697083821897
20160321-JWFH3-1.P1-F-6.01.33760	0.304818101646761	0.197882494874079	0.29448041306322	0.233569859452222	0.26218192648131	0.382197412599236	0.223191722426227	0.227848723117724	0.242579447558305	0.242907885971492	0.243431377298469	0.263937833247446	0.284679831561814	0.357230514552806	0.313558342020838	0.313563126540429	0.32541695022259	0.363843387370771	0.36498664249902	0.349392819508514	0.360085172219943	0.300875516436171	0.437983516806493	0.847335437192155	0.274510681629518	0.33833162391909	0.198918989940329	0.179502903926541	0	0.166769984676171	0.188143851540703	0.23375239943466	0.378901201717984	0.204609023733421	0.196484095050631	0.321333852999352	0.238080772018961	0.332253260284759	0.198429383349533	0.203939328916261	0.182603953587731	0.180047434301492	0.220727219714276	0.223672971143875	0.220399071350316	0.236510042725921	0.2816644937433	0.34597380562509	0.262698865513824	0.230249122231546	0.231255292537896	0.232150256020702	0.264540855449016	0.267365881344023	0.270400883147304	0.231810007452561	0.327373877059734	0.281786805094018	0.275777915190107	0.327150116459183	0.308006630275671	0.377738720885279	0.237996514886651	0.320173704341497	0.359823402001601	0.228827328134948	0.218740737357284	0.238917208624583	0.249399729803184	0.395642729690761	0.212697856078648	0.145470476946296	0.204808185671313	0.210363461862931	0.218023096264763	0.193113060562571	0.253585771755641	0.386306678325997	0.273748734485652	0.343921377007032	0.217504255699211	0.215192581669135	0.225274978708293	0.247983962766519	0.248321404920383	0.26391258959052	0.27502568341766	0.223243021524979	0.274622330889716	0.274415294348428	0.225348796897262	0.306700011206591	0.31842532645221	0.252249474366468	0.313202943734082	0.313680315307913
20160321-JWFH4-1.P1-F-7.01.33765	0.296966060410405	0.196567490565509	0.280442530882521	0.231966523284602	0.285705816075297	0.375718030075648	0.213191751402178	0.210654830641995	0.218485597309313	0.240063918850032	0.218052754695587	0.235156142146583	0.261481616067966	0.328075500900673	0.299068967504965	0.295440040777284	0.310571971655234	0.342800271688518	0.337286771207783	0.333743831163076	0.349003245731414	0.282576296027314	0.434648326614088	0.849126009763213	0.28284068664576	0.324766967838575	0.20214831831198	0.161358866693192	0.166769984676171	0	0.199098753148871	0.236171627203023	0.377483854965122	0.214605976271162	0.193336427992761	0.326644582760785	0.248626511312394	0.323852325129494	0.191518346303671	0.224459165058978	0.173699117236932	0.176658537107516	0.22329196757263	0.215535986782189	0.211449503821052	0.253997583033545	0.283599347395751	0.357928522311898	0.251307690198513	0.214681804682343	0.247321654358054	0.221235570013513	0.265566365280661	0.249531980281346	0.259778431425771	0.229685827930595	0.306877889208914	0.289836232908024	0.285049834340689	0.301599560494439	0.303738098504747	0.363102036521772	0.236294701765927	0.293474671536896	0.373411503400225	0.2262872198363	0.219080010488766	0.223537545440579	0.226584423214136	0.383596516886323	0.211074877291794	0.154717311883819	0.185547700246615	0.21029889863486	0.202672392628718	0.18862325664083	0.260933712214375	0.373883849891521	0.280781892194343	0.343334503193757	0.191768595174342	0.208429150632946	0.224734715504078	0.2340216279385	0.233560806375558	0.264620088835769	0.257076073602015	0.223268561190578	0.253004167150513	0.265986265594881	0.232757796161044	0.289157332540308	0.291515329488698	0.250343292872689	0.284749721282899	0.30266893955557
20160321-JWFH5-1.P1-F-8.01.33768	0.298843181626024	0.233618196924562	0.276753467786071	0.25987210882505	0.274214454087559	0.415746474943478	0.233282324149639	0.256916705145566	0.209207887023919	0.211671721138859	0.243233317460429	0.234006131142303	0.202244146902191	0.380100700061081	0.351436687311833	0.321987837547494	0.314034591052899	0.343946960980661	0.342760617122761	0.373363158709	0.399295121259987	0.301759847123654	0.436727599796702	0.822537863583243	0.265530290012304	0.309986620254017	0.203635963609127	0.177841513607304	0.188143851540703	0.199098753148871	0	0.24832309346006	0.382515756695416	0.23532054956226	0.210352399298762	0.330744566103085	0.266036179670782	0.346618595314073	0.213656611946023	0.225481776451822	0.235658071486918	0.227671563298367	0.208242995955744	0.233616865464177	0.225707828696104	0.241777086946544	0.265861169545963	0.33541006110258	0.249323932554607	0.243516220899733	0.257877966628839	0.263204088304616	0.29624498042232	0.244665292484279	0.228450592957195	0.255125972805461	0.30340517916676	0.295367155159138	0.231626435859596	0.343438738003774	0.305000329963136	0.408482899597392	0.265423361430837	0.343309679863783	0.351971056147737	0.19721957367647	0.243114507261622	0.254226631751259	0.236217817898564	0.39924010596567	0.212583468131897	0.19365644473191	0.17362159827005	0.234727118460098	0.257906162119345	0.197203301035697	0.204154862690921	0.359561028680237	0.290066727919817	0.303381479110076	0.24273068947017	0.23370274311503	0.223168422378709	0.26868464016553	0.234597741690631	0.247855087574044	0.25191032752736	0.263792037194021	0.258202453410197	0.321758586848959	0.229579804315257	0.285192072652662	0.347101057103574	0.255731511716154	0.33421986451591	0.348750910165261
20160321-JWFH6-1.P1-F-9.01.33773	0.316340103573362	0.288048832600252	0.292370696704131	0.284424410528387	0.357641522473945	0.406962139377853	0.292062643773011	0.268170076974482	0.241880505219504	0.274383154014902	0.25703845470561	0.244231956717856	0.314770405936791	0.386614615702109	0.345918486094827	0.379390701843362	0.380174747644394	0.42157178269241	0.340269361479748	0.375883745864388	0.420688700906057	0.35733361568753	0.497211767640846	0.852143940954954	0.33457630463048	0.354214819919408	0.292255802946672	0.272639160768445	0.23375239943466	0.236171627203023	0.24832309346006	0	0.429733881504515	0.260223270961452	0.234305231194538	0.335898624718735	0.344815064806535	0.398972709727391	0.289024700932414	0.288009763108993	0.23581134388897	0.218284688331087	0.244270580327081	0.228354652452083	0.280572255676206	0.285717312570602	0.346741591805205	0.424968157588386	0.271645109882229	0.27955446114051	0.302756757066485	0.265020189924286	0.282801665552853	0.256697504139056	0.301502277441551	0.32091569951612	0.389409063095269	0.359709156482379	0.313699006263847	0.34955873272508	0.337541897831555	0.398520387254295	0.304265577827982	0.386751025078466	0.420903940432155	0.288792948367161	0.314508356545255	0.30337516628479	0.318450515987872	0.451642993887697	0.314642655168276	0.260452426947303	0.264052523003798	0.238665428650446	0.236612958534266	0.249497556650531	0.311409469430695	0.438017883307938	0.308662750886734	0.362938180640175	0.259898232100454	0.270278059238946	0.266166812285799	0.285441032715192	0.257245854175775	0.256824874395904	0.331224186885063	0.300084100460509	0.343948121032404	0.341017605413162	0.297929955336971	0.30942481417371	0.34675054626131	0.280475832524678	0.333315462540333	0.354386877248005
20160321-JWPre1-2.P2-A-1.01.33742	0.405071908098679	0.386949125128095	0.387911551736515	0.434863549547879	0.431648133048958	0.489578220697074	0.382124155440381	0.408461384995363	0.431667273759951	0.426735063076435	0.436337484574456	0.444325847253834	0.425649374935714	0.487695607627683	0.44866813659231	0.438865576274847	0.417749834043933	0.454659396444635	0.476588251715124	0.470841032847412	0.508216600671964	0.418205465058825	0.315696874049844	0.920218664581829	0.314446367731232	0.45593945368646	0.357736271743309	0.357626725978714	0.378901201717984	0.377483854965122	0.382515756695416	0.429733881504515	0	0.37221498785992	0.360991409522771	0.397520967921029	0.288043437227809	0.435472773576574	0.317862943915326	0.35199691302897	0.361917504648887	0.357943603782377	0.363181007367794	0.343098358341402	0.341555871980341	0.407165250218167	0.442756497612115	0.442778252770875	0.41321287976668	0.383363611740848	0.398196441296874	0.399525458400156	0.427185389014575	0.411495265991754	0.390813097105303	0.420133418237529	0.449345465712222	0.418553145812011	0.430001325137344	0.449554920615602	0.431343922462852	0.457594594045418	0.414421061369151	0.425548608458235	0.244569940902482	0.381623567070861	0.378337215424897	0.383674661503465	0.314922790809789	0.507280747936459	0.356946425113425	0.359654968804706	0.335845714859887	0.362032771009784	0.393500440690683	0.333215614330215	0.418612826385711	0.499348047560213	0.452024382140598	0.440657571200571	0.371942286414136	0.363728083977119	0.384357108909632	0.40299943153944	0.412416557103708	0.42840709015971	0.424818649591807	0.429378501475979	0.440708640663115	0.456739520000979	0.40767068179964	0.457987345507248	0.440612197789782	0.413763476140171	0.436472056596809	0.452691620320983
20160321-JWFH7-2.P2-A-10.01.33777	0.270436506927761	0.16331746020627	0.250711713961843	0.239685435805958	0.285858433085838	0.37039237333884	0.254086291790453	0.227513593636775	0.213927101077569	0.26552938000026	0.247975512486662	0.257594287354349	0.272245220622698	0.347618213225894	0.303532288808618	0.320766360038512	0.299710959516704	0.350181699689157	0.32523573150195	0.328979759910367	0.358293321387048	0.281298941592309	0.447964594192218	0.853774607659384	0.31493463009631	0.357040113104436	0.253022035998508	0.251302657335343	0.204609023733421	0.214605976271162	0.23532054956226	0.260223270961452	0.37221498785992	0	0.175700671087164	0.288999076292005	0.275787763982362	0.366720109067637	0.224243786706229	0.164995934715733	0.196546855806087	0.185856706628756	0.222026004239544	0.219125992064727	0.172460805789396	0.20097098806259	0.283873744979628	0.328999673768765	0.257691610558368	0.205819792963467	0.150720978726685	0.22048100898514	0.253728234797736	0.234979280506501	0.240094662660548	0.263013637105822	0.322623089703005	0.282833582117125	0.264018869559938	0.308573311627396	0.294712876489265	0.351872256953858	0.234264404344836	0.305974731137688	0.366489908847267	0.166452313857282	0.223259047689327	0.168209878528518	0.250444111851745	0.426662771896131	0.240749887280088	0.174010687609586	0.192432502086616	0.205856846015992	0.223171157318193	0.207787419527672	0.264666479670966	0.369225494938294	0.289332317287686	0.330229651793563	0.190086215875257	0.187697146861091	0.188282256634039	0.212079040469209	0.228236236795537	0.214289490971453	0.252362316853391	0.248559523768724	0.282532025115066	0.284290198713979	0.21497515011804	0.277727331708075	0.289025536636893	0.214931124230981	0.281492684492778	0.299174981965201
20160321-JWFH8-2.P2-A-11.01.33783	0.234520037368139	0.175906342615623	0.215607108054559	0.201882186951624	0.275777116344234	0.337901624391218	0.203007277559581	0.174271434083361	0.180851862424969	0.223006608828873	0.203131400615507	0.204010871350846	0.258203962009913	0.315579133271199	0.277440916608261	0.291936012695473	0.296538559753939	0.328865160021013	0.300939517465988	0.282721368623067	0.34731511810462	0.272809905679134	0.436570685196189	0.856001997624751	0.299643186612236	0.348268719051951	0.237669161124403	0.213825545208706	0.196484095050631	0.193336427992761	0.210352399298762	0.234305231194538	0.360991409522771	0.175700671087164	0	0.249688067235102	0.265974636406281	0.358013107194008	0.206066239536907	0.212665541659935	0.144680280294116	0.14825100993966	0.210056909684167	0.166464254525771	0.163841187387519	0.224391185430185	0.290733742267605	0.336519015470286	0.203752697615843	0.168764611894925	0.196315918757935	0.176103411707859	0.20882631217508	0.193154049031	0.244325609910978	0.225121829755017	0.319645498819085	0.259578885209898	0.264684610922174	0.257881902128058	0.260737113427901	0.317095527117672	0.186661683728722	0.288235456128057	0.352793034270837	0.193109381427931	0.199665185531888	0.227770707806388	0.250796545112785	0.418306025687395	0.220675894796609	0.1722098389288	0.179111328269011	0.168234139572189	0.197316650551935	0.18426144216483	0.230140571846946	0.378175207398852	0.30463852500713	0.316816460588449	0.146314421301069	0.137833013530526	0.166539633754704	0.168892308363849	0.191386222463741	0.21033111352395	0.260434681600795	0.227613316675402	0.271161029235753	0.2712563415143	0.193664061713812	0.233525284205038	0.245428975180698	0.173637182152919	0.239995698459258	0.276115374535664
20160321-JWFH9-2.P2-A-12.01.33786	0.164024486070038	0.305743877635511	0.195775859042662	0.30211529914558	0.345375174172835	0.415250075915016	0.312910239477221	0.288860690536161	0.26066002444969	0.327229891044389	0.302532582537452	0.299604291301426	0.336356601566829	0.386753771701965	0.349537590033451	0.376932776391294	0.381631225530363	0.405171336834262	0.361432990654883	0.369019135297337	0.427269319424478	0.379271885390114	0.517337411274124	0.878201512478083	0.393246612045367	0.415164672552409	0.356679401950655	0.337079087398965	0.321333852999352	0.326644582760785	0.330744566103085	0.335898624718735	0.397520967921029	0.288999076292005	0.249688067235102	0	0.31625909139523	0.460244063948526	0.324173468404204	0.292126510414694	0.279582421927731	0.287557663297046	0.338422983343978	0.281321867729996	0.279123179046319	0.3333967694872	0.379229818944418	0.396894712765619	0.284773446140481	0.285351684885129	0.299255280683381	0.295930429834049	0.304951370245176	0.281264292742651	0.342557593887492	0.30319875027951	0.411962384175897	0.349921215128162	0.351055962921533	0.347629014185593	0.30500845487708	0.393803096145039	0.282867775550621	0.376645246419734	0.385195214049098	0.344970590399819	0.30073290743505	0.309958314115009	0.35207397900925	0.523531265580231	0.320688592484263	0.302227286371824	0.312160296841278	0.305635761957994	0.32426105788031	0.315386491467103	0.295564279264911	0.473441570017901	0.387628104372312	0.382327027097342	0.271399422829891	0.262457236193222	0.274975975922912	0.293628585484609	0.293560520239129	0.294827177216518	0.365120007883403	0.327872784512354	0.377760624770082	0.350999339449874	0.330043817898018	0.309603764246388	0.335358085236784	0.285984509654603	0.341181320728364	0.349853132345381
20160321-JWPre2-2.P2-A-2.01.33745	0.30846938163048	0.28455580484961	0.317845336145863	0.321664085511206	0.315022751979085	0.458432713520492	0.295109514895136	0.317092047306018	0.321000703971325	0.34189305695074	0.340225107227593	0.358557061608326	0.316266010796294	0.41912858463418	0.370720261649052	0.371781052517827	0.365507951328854	0.395785840535183	0.428047112088566	0.424458995267098	0.438108363674002	0.361736433283335	0.377909233768626	0.869837937755279	0.234381309132025	0.36510429647139	0.248995994782808	0.220950458785938	0.238080772018961	0.248626511312394	0.266036179670782	0.344815064806535	0.288043437227809	0.275787763982362	0.265974636406281	0.31625909139523	0	0.353151445582811	0.211623448069535	0.229469004796573	0.257483510513323	0.25503924836591	0.257196198224895	0.276757797329571	0.26162686936554	0.336098985593802	0.329598089682096	0.361673428218816	0.330317611608022	0.303345335558319	0.290527446776533	0.31126654209114	0.344744489947894	0.339985136928009	0.31712532091576	0.299723871325958	0.376935956908876	0.326740677324095	0.339951694105893	0.385090047494455	0.351105805871312	0.434859568658847	0.302824331640351	0.371801912228676	0.25593664439162	0.268211768434577	0.257854614479756	0.281730496146094	0.181523535786515	0.418549105967356	0.216574670056615	0.243648112928846	0.227945402058718	0.288942562968027	0.294212761305271	0.243774104691665	0.281834365837593	0.433863134328369	0.383657925455968	0.392284484568579	0.280922232457322	0.275425258670572	0.291870980362248	0.31077305303109	0.333852428776901	0.350663661462794	0.331775136351747	0.319827304656087	0.332996198433398	0.359568208587031	0.323988646347602	0.369209052576453	0.376204093695419	0.334143583630018	0.375725813684976	0.376773859952435
20160321-JWPre3-2.P2-A-3.01.33750	0.444232047351245	0.38713744181403	0.434619478072709	0.40850026985435	0.416540988429199	0.493565469630622	0.386043947563054	0.395479159613473	0.409074384487855	0.402299109488647	0.393727503353206	0.42198439529127	0.38888608822136	0.477407499762735	0.46281011665282	0.428809003594242	0.452182176130346	0.447982038743729	0.500623174441105	0.464870771313727	0.487978475519093	0.423569701930433	0.475580187144478	0.865364568827442	0.388327974683927	0.386435339727405	0.2830060752683	0.310944961894719	0.332253260284759	0.323852325129494	0.346618595314073	0.398972709727391	0.435472773576574	0.366720109067637	0.358013107194008	0.460244063948526	0.353151445582811	0	0.295173211230219	0.342223011798323	0.355245268392129	0.337582574722467	0.299231329018365	0.383670959719204	0.354276359999882	0.367230034592978	0.38491685512058	0.434524735925088	0.422802159096392	0.378967039871881	0.386600683340276	0.373422177020683	0.413704556919759	0.410792804979626	0.351104852727888	0.399056212142806	0.40412363171224	0.41499252625853	0.376322261295654	0.439828798598477	0.453245433505942	0.470258159565666	0.399384468155735	0.439980419016276	0.434205647412888	0.333100410761336	0.362494957986427	0.361947989088686	0.322778990673836	0.343687971940789	0.308664662333263	0.32301319647015	0.321724224852521	0.366249020426052	0.366844055082135	0.340613114485244	0.389528011700799	0.43041104671891	0.400485233823195	0.442222299025341	0.370959531913962	0.385234739261736	0.379657212435761	0.393494325276578	0.40184349886755	0.398981714989766	0.359963028415457	0.380120478490671	0.382436955699105	0.42499670233858	0.380810305309321	0.454463493092368	0.435358936617264	0.408085620334428	0.422928294127596	0.443329675362772
